order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD468687,ID3276407461,2019-09-23,Thompson,"[('Thunder line', 1), ('Toshika 750', 2), ('pearTV', 1), ('Candle Inferno', 1)]",17560.0,59.22,-37.8186923,144.94789450000005,10,15863.22,Spring,False,0.674,got a used one though ordered for new this is totally frustating as though i have paid for the new one and extra shipping cost it arrived at me as a used one which is contradictory with the add heading. now i have wait without any cell because of this rubbish.,False
ORD106390,ID2841675062,2019-04-11,Nickolson,"[('Toshika 750', 1), ('Lucent 330S', 1), ('pearTV', 1)]",11860.0,53.67,-37.809687,144.9636474,0,11913.67,Autumn,False,1.1193,no bueno no bueno in general,False
ORD015349,ID3213448180,2019-08-22,Thompson,"[('Thunder line', 1), ('Universe Note', 1), ('Candle Inferno', 1), ('iAssist Line', 2)]",10510.0,68.67,-37.8041766,144.959177,15,9002.17,Winter,False,1.4243,five stars as expected and works great,True
ORD216078,ID0603633255,2019-08-02,Thompson,"[('Thunder line', 1), ('Universe Note', 1), ('iAssist Line', 2)]",10080.0,64.9,-37.8063484,144.95813769999995,25,7624.9,Winter,True,1.2014,"phone was unlocked but didn't work well with mobile, ... phone was unlocked but didn't work well with mobile, burnt out 2 sim cards in less than 3 months, traded it in.",False
ORD383839,ID5001030327,2019-06-06,Thompson,"[('Candle Inferno', 1), ('Olivia x460', 1), ('iAssist Line', 1)]",3880.0,47.75,-37.81154229999999,144.9525382,0,3927.75,Winter,True,0.4972,cannot connect cannot connect to t mobile service. had no problem with my previous phone. still trying to resolve the issue before returning,False
ORD221850,ID0301537531,2019-02-25,Thompson,"[('iStream', 1), ('Candle Inferno', 2), ('Olivia x460', 1)]",2235.0,71.91,-37.8199807,144.9460108,25,1748.16,Summer,False,0.8188,"great quality almost like new the device i received was beyond remark, impeccable.",True
ORD303716,ID0245532558,2019-01-26,Nickolson,"[('Thunder line', 2), ('Toshika 750', 2), ('Candle Inferno', 1)]",13430.0,57.33,-37.8119194,144.96726030000005,0,13487.33,Summer,True,0.7699,"excelente relación prestación calidad precio, lastima a los 60 dias dejo de funcionar excelente relación prestación calidad precio, lastima a los 60 días dejo de funcionar, veremos como responde la garantia a un extranjero, ya envie el reclamo a mobiles international llc, veremos como responde",False
ORD486281,ID6167230997,2019-08-09,Thompson,"[('iAssist Line', 1), ('Thunder line', 2), ('Lucent 330S', 1), ('Alcon 10', 2)]",25715.0,65.21,-37.817049,144.9534384,25,19351.46,Winter,False,0.7415,i am very happy with my product. it's nice fancy hd is very cool. i am able to see and read my books in full format now. thank you.,True
ORD439470,ID0305106872,2019-08-07,Thompson,"[('pearTV', 2), ('Olivia x460', 2), ('iStream', 2), ('Candle Inferno', 2)]",16230.0,60.99,-37.8082003,144.9433189,0,16290.99,Winter,True,0.5972,one star it keeps freezing &it doesnt stay charged,False
ORD063662,ID0154044549,2019-02-20,Nickolson,"[('Candle Inferno', 2), ('pearTV', 2)]",13480.0,73.54,-37.8206094,144.96686830000004,0,13553.54,Summer,True,0.3251,did not turn on at all unless it was plugged into the battery it didnt work,False
ORD173838,ID0492939908,2019-06-02,Bakers,"[('Alcon 10', 2), ('Olivia x460', 1)]",1525.0,85.09,-37.7999799,145.0138091,15,1381.34,Winter,True,1.9781,universe note 8 love the phone. but freezes up on me.if i had another phone i would send it back.,True
ORD180837,ID0247298487,2019-04-01,Thompson,"[('Lucent 330S', 2), ('iStream', 2), ('Alcon 10', 2), ('Universe Note', 2)]",27560.0,82.25,-37.799185,144.9607965,5,26264.25,Autumn,True,1.9267,"great deal great phone for the price came in 2days as promised phone has a few scratches, there is one in the middle of the screen that is annoying the crap outta me . but overall satisfied.",True
ORD329102,ID0385176258,2019-03-05,Bakers,"[('Alcon 10', 1), ('Olivia x460', 2), ('Thunder line', 2)]",15760.0,69.42,-37.7980886,144.98404119999995,5,15041.42,Autumn,False,1.651,try everything good,True
ORD005358,ID3777872786,2019-04-03,Thompson,"[('pearTV', 1), ('iStream', 2), ('Lucent 330S', 2), ('iAssist Line', 1)]",11295.0,64.81,-37.80992379999999,144.9429553,0,11359.81,Autumn,False,0.4739,"five stars nice and cheap, reliable phone. loved.",True
ORD353354,ID0541122871,2019-07-20,Bakers,"[('iAssist Line', 1), ('Toshika 750', 2)]",10865.0,55.54,-37.80238320000001,145.0125023,25,8204.29,Winter,False,1.7393,this phone is crap. dont buy. this phone is crap.,False
ORD349815,ID1449266721,2019-06-07,Bakers,"[('Candle Inferno', 2), ('Alcon 10', 1), ('Thunder line', 2), ('Toshika 750', 2)]",22810.0,77.85,-37.8163794,144.9846185,25,17185.35,Winter,True,1.1731,"five stars really nice phone overall, camera quality is not very good btw",True
ORD276626,ID2967254221,2019-01-15,Bakers,"[('Thunder line', 1), ('Lucent 330S', 1), ('pearTV', 1)]",9720.0,75.25,-37.8106304,145.0055534,10,8823.25,Summer,False,0.9105,buena compra el producto llegó en perfectas condiciones con todos sus sellos y a un precio muy bueno,True
ORD493023,ID0282825744,2019-11-28,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 2), ('Universe Note', 2)]",10210.0,104.41,-37.8024255,144.95339199999995,5,9803.91,Spring,False,1.2691,"good emergency phone simple phone but it works well. had to call a t & t and go through their automated process which uses voice recognition. once activated it works well. i use this as an ""emergency phone"" for my wife if your alcon malfunctions or she forgets to charge it.",True
ORD367968,ID0252588317,2019-01-09,Nickolson,"[('Thunder line', 1), ('iAssist Line', 2), ('iStream', 2)]",6930.0,88.57,-37.8161217,144.9725398,0,7018.57,Summer,True,0.3806,"it worth the money but it has the disadvantages too the bluetooth doesn’t work well. it was some glue on the top left corner which shows it is probably opened for repair. there was no dent on it and it works well, except the bluetooth",True
ORD426472,ID0591351811,2019-06-06,Nickolson,"[('Olivia x460', 1), ('iStream', 2), ('Lucent 330S', 1), ('pearTV', 2)]",15375.0,67.98,-37.8206961,144.9568595,10,13905.48,Winter,False,1.1403,best camera ever! i love this phone! i have nothing negative to say about the way this phone works. it everything i expected and more. my cell phone provider is with metro and had no problems setting it up in less than 5 minutes. i would recommend!,True
ORD207093,ID0168408553,2019-02-07,Nickolson,"[('Alcon 10', 1), ('pearTV', 2), ('iAssist Line', 1), ('Olivia x460', 2)]",26245.0,77.68,-37.8123703,144.9617401,10,23698.18,Summer,False,0.9757,five stars great phone,True
ORD351448,ID1982439988,2019-08-26,Bakers,"[('iStream', 2), ('Candle Inferno', 2), ('Olivia x460', 2)]",3610.0,67.3,-37.8151528,145.0060579,0,3677.3,Winter,False,1.1117,best best,True
ORD295401,ID2177124607,2019-08-23,Thompson,"[('Thunder line', 1), ('Olivia x460', 1)]",3405.0,50.01,-37.8163506,144.9556104,25,2603.76,Winter,False,0.8554,big disappointment i just got the phone two months ago and its no working well. giving trouble charging. i am very disappointed.,False
ORD304110,ID5680181550,2019-09-16,Thompson,"[('iAssist Line', 2), ('pearTV', 2)]",17070.0,108.58,-37.79994050000001,144.958796,10,15471.58,Spring,False,1.7529,five stars its a good product,True
ORD171862,ID3142873405,2019-03-02,Thompson,"[('Alcon 10', 2), ('Olivia x460', 1)]",19125.0,68.13,-37.8252008,144.9462692,25,14411.88,Autumn,False,1.3963,perfect love the phone,True
ORD151090,ID6282174153,2019-03-26,Nickolson,"[('Toshika 750', 1), ('Universe Note', 2), ('Lucent 330S', 2), ('Olivia x460', 2)]",16130.0,65.21,-37.8230473,144.9763585,0,16195.21,Autumn,False,0.7772,awesome!!!! this was recommended to me by my daughter. i like it very much but still trying to figure out some of its gadgets. a lot faster and better reception than my old htc evo.,True
ORD233711,ID4884440872,2019-04-30,Thompson,"[('Universe Note', 2), ('Olivia x460', 1), ('iStream', 1)]",8275.0,71.23,-37.8002592,144.9354195,25,6277.48,Autumn,False,1.7203,love it! perfect for such $,True
ORD205767,ID0303448816,2019-09-11,Bakers,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('iStream', 1), ('Toshika 750', 1)]",7790.0,86.19,-37.82052520000001,145.0148056,0,7876.19,Spring,False,2.0825,five stars love it.,True
ORD245829,ID0154044641,2019-05-23,Nickolson,"[('Alcon 10', 2), ('Thunder line', 1), ('Lucent 330S', 1), ('Universe Note', 2)]",28210.0,63.6,-37.8207783,144.96700769999995,15,24042.1,Autumn,False,0.3303,"great little phone if you want a no nonsense kind of phone that works reliably and you don't have to charge it every single day, get this phone!",True
ORD009276,ID4315295099,2019-12-26,Bakers,"[('Alcon 10', 2), ('iStream', 1), ('iAssist Line', 1), ('Toshika 750', 2)]",28915.0,80.55,-37.8174059,144.9907682,5,27549.8,Summer,True,0.9135,"two stars phone did not work, digico refunded",False
ORD343943,ID4716795756,2019-10-21,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 1), ('Lucent 330S', 2)]",4115.0,102.94,-37.8188362,144.9534333,5,4012.19,Spring,True,0.8854,"awesome!!! husband has a razr m with an otter-box cover, great product, he dropped in the lake- went about a foot under, grabbed out let dry. was acting a bit funny, the display jumping... put in bag rice for 2 days, been working great for 10 days now! no issues. how many products could do that?",True
ORD427767,ID3121590188,2019-04-26,Bakers,"[('Thunder line', 1), ('iAssist Line', 1)]",4405.0,67.63,-37.798734,145.0002236,5,4252.38,Autumn,False,1.3283,lucent g7 tried to cancel was too late. i am glad it was too late great phone and great price. the sell included charger plug converter for us that worked great. this is international model and it does all i want in the us.,True
ORD243159,ID6167441044,2019-10-07,Nickolson,"[('Alcon 10', 2), ('Thunder line', 2)]",22260.0,103.39,-37.8112288,144.9618602,5,21250.39,Spring,True,1.0629,bought this as a gift for my mother. she absolutely loves it. easy to set up and use. and the price was right.,True
ORD222767,ID1132023816,2019-06-25,Thompson,"[('iStream', 1), ('Candle Inferno', 1), ('Olivia x460', 1)]",15080.0,47.25,-37.8173448,144.94608259999995,5,14373.25,Winter,False,0.5272,"stickers on the back frequent crashes it has stickers on the back, and frequently crashes and restarts. the fingerprint reader i find awkward to use, and the passcode requires touching an enter key",False
ORD160902,ID0781145741,2019-12-26,Thompson,"[('iStream', 1), ('Universe Note', 1), ('pearTV', 2), ('Alcon 10', 1)]",25170.0,65.85,-37.8002304,144.9432404,25,18943.35,Summer,False,1.4239,one star crack screens,False
ORD222418,ID5001030324,2019-03-19,Thompson,"[('pearTV', 2), ('Olivia x460', 2)]",15070.0,64.49,-37.8113505,144.9528097,15,12873.99,Autumn,False,0.5253,excellent phone excellent just as described,True
ORD182314,ID6167489480,2019-03-08,Nickolson,"[('Candle Inferno', 1), ('Thunder line', 1)]",2610.0,65.58,-37.8169902,144.9617896,15,2284.08,Autumn,False,0.7055,perfect the phone is in mint condition. it's beyond perfect. i had to go to my provider to get it activated because my previous phone was 6 generations old. it was worth it and i was able to transfer my data myself.,True
ORD439158,ID0780979435,2019-11-25,Thompson,"[('Universe Note', 1), ('Lucent 330S', 2), ('pearTV', 1), ('Thunder line', 2)]",16580.0,63.06,-37.8051,144.9493181,0,16643.06,Spring,False,0.8659,one star got 2 defective phones.,False
ORD354777,ID0711359068,2019-11-24,Thompson,"[('Lucent 330S', 2), ('Universe Note', 2), ('iStream', 1), ('Candle Inferno', 1)]",9940.0,79.99,-37.8063579,144.9592039,25,7534.99,Spring,False,1.278,five stars the phone came fast and wprks great,True
ORD265914,ID0575434440,2019-03-03,Nickolson,"[('iStream', 2), ('Alcon 10', 2), ('iAssist Line', 2)]",22650.0,52.76,-37.8199784,144.98531880000004,25,17040.26,Autumn,False,1.3951,"screen issue unfortunately my phone has a screen issue, it has a heavy green tint to it, i can barely make out any other colors, digico won't send me a replacement, they offered for me to send it back for a refund but i'd be phoneless until the refund came in, everything else is fine besides the faulty screen, not sure what to do at this point.",False
ORD266496,ID0246439432,2019-05-29,Nickolson,"[('Thunder line', 2), ('Alcon 10', 1), ('Candle Inferno', 1)]",13740.0,66.59,-37.8099875,144.97152649999995,0,13806.59,Autumn,False,0.9738,a great phone at a good price. this phone replaced my wife's alcon 5. getting used to a different operating system has required some effort but she is doing very well with some experience. we could never get the alcon to pair with her car's bluetooth system but this phone pairs very easily.,True
ORD048747,ID0401416160,2019-07-21,Thompson,"[('iStream', 2), ('pearTV', 2), ('Lucent 330S', 1)]",14150.0,79.34,-37.8082922,144.9365023,0,14229.34,Winter,True,1.0495,got this for my wife and she loves it. she had the previous generation and this one is a giant keep forward.,True
ORD280248,ID4453229731,2019-12-27,Thompson,"[('Alcon 10', 1), ('pearTV', 1), ('Thunder line', 2), ('Candle Inferno', 2)]",20480.0,75.28,-37.8206237,144.9415725,25,15435.28,Summer,False,1.0084,a phone that works as fast as i do. i like the processing speed of the phone.,True
ORD191453,ID0641029599,2019-04-20,Thompson,"[('Lucent 330S', 2), ('iAssist Line', 1)]",2890.0,77.01,-37.810275,144.94273940000005,15,2533.51,Autumn,True,0.465,amazing!,True
ORD215729,ID0583473317,2019-02-06,Bakers,"[('pearTV', 1), ('Alcon 10', 2), ('iStream', 2), ('Olivia x460', 2)]",26960.0,88.78,-37.8057988,144.9947996,15,23004.78,Summer,True,0.4688,phone qualities were good i love the features,True
ORD408748,ID5797758280,2019-06-20,Thompson,"[('Alcon 10', 2), ('Thunder line', 2), ('Candle Inferno', 2)]",23120.0,64.13,-37.8072521,144.94534119999997,25,17404.13,Winter,False,0.6216,"good gift great product my wife love this phone, she was so excited to get it",True
ORD283143,ID4520380539,2019-08-04,Nickolson,"[('Universe Note', 2), ('Alcon 10', 1)]",15850.0,65.92,-37.817582,144.95909519999995,25,11953.42,Winter,False,0.9263,good quality great price,True
ORD362498,ID3094966840,2019-10-01,Thompson,"[('Candle Inferno', 1), ('Toshika 750', 1), ('iAssist Line', 1)]",6975.0,103.16,-37.80332979999999,144.9480135,10,6380.66,Spring,False,1.0434,excellent condition really impressed with the condition of this phone. this is a good deal. the phone came in excellent condition. i recommend deal fisher!,True
ORD242411,ID0420022670,2019-11-06,Bakers,"[('iAssist Line', 1), ('Thunder line', 1), ('Universe Note', 1), ('Toshika 750', 2)]",16495.0,57.13,-37.8111528,144.9975025,5,15727.38,Spring,False,0.2376,one star the power button popped off and we had issues with it all around. maybe a lemon.,False
ORD493101,ID0356474751,2019-05-04,Bakers,"[('iStream', 2), ('Candle Inferno', 1), ('Toshika 750', 1), ('Olivia x460', 2)]",16020.0,81.76,-37.8005538,144.9911639,15,13698.76,Autumn,True,1.1103,five stars excellent,True
ORD211711,ID2442297405,2019-05-27,Thompson,"[('Thunder line', 1), ('Toshika 750', 1)]",6500.0,50.77,-37.8179051,144.9514231,25,4925.77,Autumn,False,0.697,"hate this phone. i hate this phone. overheat after taking 15 second video. the sound card broke within a year. then took toshika a month to fix it. meanwhile i had to get myself a new phone because they were fixing it. the battery life is so short. run out so fast no music, no video still last then a day.",False
ORD263438,ID0250933660,2019-10-25,Bakers,"[('Toshika 750', 2), ('Alcon 10', 1)]",17590.0,79.98,-37.821794,145.0047484,5,16790.48,Spring,False,1.5573,five stars almost like new. workso great!,True
ORD082380,ID1449316644,2019-02-26,Bakers,"[('Thunder line', 1), ('iAssist Line', 1), ('iStream', 1), ('Alcon 10', 1)]",13505.0,73.24,-37.8168876,144.9898293,5,12902.99,Summer,True,0.9024,"servicio rápido me llegó, todo perfecto",True
ORD126292,ID0608962176,2019-02-25,Bakers,"[('Toshika 750', 2), ('Lucent 330S', 1), ('pearTV', 2), ('Thunder line', 1)]",24670.0,79.93,-37.8031629,145.0091497,5,23516.43,Summer,False,1.4412,battery life and screen is good. pretty smooth for a two year old phone. a good phone in good condition. battery life shows 100%. very minor scratches here and there that you’ll never notice. will update the review in a few months to let you know whether the performance is still good.,True
ORD258971,ID6167344485,2019-07-23,Nickolson,"[('pearTV', 2), ('Alcon 10', 1)]",21570.0,79.17,-37.8089518,144.9661747,25,16256.67,Winter,True,1.1138,five stars my favorite fone........ever.,True
ORD164142,ID0846591605,2019-06-19,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 2), ('iAssist Line', 1)]",5910.0,61.38,-37.8220446,144.96977009999995,5,5675.88,Winter,False,0.3845,thank you digico! i love the white version of the alcon. this works great!,True
ORD245253,ID3212024915,2019-12-06,Thompson,"[('Candle Inferno', 1), ('Universe Note', 1), ('iAssist Line', 1), ('iStream', 2)]",6405.0,68.74,-37.8083859,144.9477409,5,6153.49,Summer,False,0.4809,good little phone this is the third phone i've purchased for my son since we switched him to at&t. the first two were the same phone and were no good within a few months. this one has lasted him almost a year now. he likes it and i like not having to replace it all the time.,True
ORD425204,ID0628181052,2019-04-13,Thompson,"[('Universe Note', 1), ('iAssist Line', 2)]",7900.0,76.03,-37.8143284,144.94991240000004,15,6791.03,Autumn,True,0.3106,great phone at a great value. awesome phone. i love everything about it.,True
ORD098023,ID2096325834,2019-04-06,Thompson,"[('iAssist Line', 1), ('Olivia x460', 2)]",4685.0,66.94,-37.8003145,144.9541207,25,3580.69,Autumn,False,1.5091,"i can play games, surf the internet or watch movies. i can check my e-mail or just about do anything i can do on a regular computer.i strongly recommend it.",True
ORD350837,ID3313210939,2019-06-17,Nickolson,"[('pearTV', 2), ('Candle Inferno', 2), ('Toshika 750', 1)]",17800.0,47.45,-37.8188827,144.9654991,5,16957.45,Winter,False,0.3577,decent product. not so much if you're used to android software. you can't get your photos saved in google. more than half of my music collection vanished once the memory card was inserted. basicly have to hack the thing to get any apps outside of digico and then reliability is poor. exchanged it for am android tablet,False
ORD128708,ID6167230998,2019-12-14,Thompson,"[('Alcon 10', 1), ('Thunder line', 1), ('Candle Inferno', 1), ('iStream', 2)]",14020.0,91.58,-37.8169763,144.9534055,5,13410.58,Summer,True,0.7348,what a deal great price. immediate delivery. works like new,True
ORD137735,ID0576856945,2019-12-09,Bakers,"[('Universe Note', 2), ('Candle Inferno', 2), ('Lucent 330S', 2)]",10220.0,65.67,-37.8246414,144.9885739,10,9263.67,Summer,False,1.7322,"defective product!!! product was defective, still waiting to get my refund",False
ORD430686,ID6273363795,2019-09-03,Thompson,"[('Olivia x460', 2), ('Lucent 330S', 2), ('Alcon 10', 2)]",22810.0,111.94,-37.7995256,144.962149,15,19500.44,Spring,True,1.9751,worth it i like everything! it was exactly as described as far as fuction & battery wise. i compared it to a alcon 10 side by side and on top of each other. the alcon is bigger 🤔 the alcon is a 6.3 & this phone a 6.4! how is that 1 bigger is something i realy want to know seller????,True
ORD193965,ID0664378490,2019-01-08,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 1)]",1655.0,87.41,-37.8204521,144.966533,25,1328.66,Summer,True,0.3364,"my kids can play, read, watch movies and much more love it!!!",True
ORD418836,ID0371972624,2019-07-07,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 2), ('Olivia x460', 1), ('pearTV', 2)]",24210.0,78.55,-37.8064398,144.9721477,10,21867.55,Winter,True,1.3722,it's a good phone loved it minus the no fingerprint. i bought to replace my at&t blade spark pro and i ended up keeping my phone and giving this one to my husband. it takes better pics than the spark but i couldn't walk away from the finger print scanner.,True
ORD356046,ID5880339363,2019-11-13,Nickolson,"[('Candle Inferno', 2), ('pearTV', 2), ('Lucent 330S', 1)]",14710.0,102.86,-37.8196796,144.9600579,5,14077.36,Spring,False,0.8435,"good: beautiful screen good :beautiful screen. bad: olivia, android. don't move your apps to external sd card. after a random reboot they'll disappear. oversensetive screen. no air printing (must have plug-ins) if you have an alcon you'd better stay with alcon.",True
ORD380484,ID5424203859,2019-06-28,Nickolson,"[('Olivia x460', 2), ('pearTV', 1), ('iAssist Line', 1)]",5105.0,66.89,-37.8234924,144.9808826,0,5171.89,Winter,False,1.1358,great stuff thank u so much guys it was great deal with u,True
ORD032819,ID3394742110,2019-06-21,Thompson,"[('Thunder line', 1), ('Olivia x460', 1)]",3405.0,77.05,-37.8069073,144.94924450000005,25,2630.8,Winter,True,0.6698,love it. i will buy another one for my husband. i love it. it works so good,True
ORD156165,ID4516260661,2019-08-25,Thompson,"[('iStream', 2), ('Candle Inferno', 2), ('Thunder line', 2), ('Alcon 10', 1)]",14470.0,76.59,-37.8083424,144.94738059999997,15,12376.09,Winter,True,0.4829,five stars worth the price,True
ORD288120,ID1462398739,2019-09-01,Bakers,"[('iStream', 2), ('pearTV', 2), ('Universe Note', 1)]",16370.0,111.06,-37.81984370000001,145.0116726,0,16481.06,Spring,True,1.8144,good as new!! just like brand new! save yourself some money. get one!,True
ORD494577,ID2189145399,2019-03-31,Thompson,"[('Universe Note', 1), ('Thunder line', 1), ('Candle Inferno', 1), ('Lucent 330S', 1)]",7290.0,49.72,-37.8157263,144.9581669,25,5517.22,Autumn,False,1.0335,"defective product this was not simply a low cost alcon, it is essentially a defective smartphone. it has a glitchy digitizer screen that scrambles and does a bunch of crazy things every time i touch it. so much so i cannot even use it sometimes.",False
ORD338526,ID6167191178,2019-05-12,Nickolson,"[('Alcon 10', 2), ('Universe Note', 1), ('Thunder line', 1)]",23530.0,65.07,-37.8179018,144.95785680000003,25,17712.57,Autumn,False,1.0312,my 3rd thunder device. very easy to set up. works perfectly.,True
ORD334176,ID6167266655,2019-11-18,Nickolson,"[('Olivia x460', 2), ('Universe Note', 2), ('Thunder line', 1), ('Alcon 10', 2)]",29430.0,105.45,-37.8097651,144.9638494,25,22177.95,Spring,True,1.1034,great very good phone for the price. definitely recommend,True
ORD356892,ID1725216340,2019-06-17,Thompson,"[('Toshika 750', 1), ('Alcon 10', 1), ('Thunder line', 1)]",15450.0,71.29,-37.8015275,144.9622044,10,13976.29,Winter,False,1.8197,"love it beautiful phone, functions great! i love the large screen with smooth edges. not to heavy considering its size. definitely worth the money.",True
ORD127821,ID0035354279,2019-07-01,Thompson,"[('Candle Inferno', 2), ('Alcon 10', 1)]",9810.0,78.08,-37.8080854,144.9538304,15,8416.58,Winter,False,0.7838,"great camera! the camera is really outstanding! the battery is just ok. i play a lot and never had problems, so the hardware specs are good for today's standards, good overall phone with awesome camera!",True
ORD119429,ID0233262607,2019-03-13,Bakers,"[('Universe Note', 1), ('pearTV', 1), ('iStream', 2)]",10060.0,67.31,-37.8025553,144.98124840000003,25,7612.31,Autumn,False,1.4828,five stars great phone beat quality worth the money,True
ORD199105,ID3967630102,2019-02-04,Thompson,"[('Alcon 10', 1), ('Universe Note', 2), ('Toshika 750', 1)]",20170.0,94.33,-37.8188044,144.9527977,0,20264.33,Summer,True,0.8483,five stars what a nice and cheap phone is this!!!,True
ORD170725,ID0635493546,2019-09-12,Thompson,"[('iAssist Line', 1), ('iStream', 1)]",6200.0,77.76,-37.8140759,144.9396602,25,4727.76,Spring,False,0.67,love it as described,True
ORD335070,ID0767592583,2019-04-23,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 2)]",13400.0,79.87,-37.808003,144.9732937,10,12139.87,Autumn,False,1.2241,"very good for the price fast, screen very nice and precise, instant setup best phone i ever own (so far) for the price. the only cons are the lucentrola apps ... but i am being picky they are not that bad compared to other brands.",True
ORD366271,ID2948774551,2019-12-13,Nickolson,"[('Thunder line', 2), ('Olivia x460', 1), ('iAssist Line', 1)]",7810.0,60.17,-37.8081849,144.9687701,5,7479.67,Summer,False,1.1609,could not be heard by person on the other end ... could not be heard by person on the other end. had to turn on speaker to be head and then it faded in and out.,False
ORD280562,ID1492145817,2019-07-22,Thompson,"[('Thunder line', 1), ('Universe Note', 1), ('iStream', 1)]",5780.0,74.61,-37.8129912,144.952109,15,4987.61,Winter,True,0.4447,bacony cheesy goodness good phone for the price. runs on pie (9.0) fast and easy.,True
ORD153600,ID0248746922,2019-11-10,Bakers,"[('pearTV', 1), ('Lucent 330S', 2), ('iAssist Line', 2), ('Olivia x460', 1)]",14445.0,90.83,-37.8222475,144.9962533,10,13091.33,Spring,True,1.3667,known gps issue gps failed after a year. appears to be well known hardware issue.,False
ORD457921,ID0589501834,2019-07-04,Nickolson,"[('Toshika 750', 1), ('iStream', 1), ('pearTV', 2), ('Universe Note', 2)]",23990.0,65.25,-37.8202551,144.9573457,10,21656.25,Winter,False,1.0891,"cool phone cool phone, came in great condition",True
ORD381278,ID0576835814,2019-07-05,Nickolson,"[('Alcon 10', 2), ('Thunder line', 1), ('pearTV', 2)]",32700.0,67.84,-37.8163099,144.98212769999995,25,24592.84,Winter,True,1.1348,great perfect gift for my husband. he loves it.,True
ORD002433,ID3213655346,2019-03-19,Thompson,"[('iAssist Line', 1), ('Thunder line', 1), ('Alcon 10', 2)]",22305.0,77.34,-37.8094801,144.9479139,0,22382.34,Autumn,True,0.3631,a great tablet for not a lot of money. does what the more expensive tablets does for less.,True
ORD029763,ID1224854812,2019-11-04,Thompson,"[('Alcon 10', 2), ('Olivia x460', 2), ('Thunder line', 1), ('iAssist Line', 1)]",24755.0,59.97,-37.8132262,144.9405711,25,18626.22,Spring,False,0.5741,"fraud el producto no corresponde a lo publicado, además parece usado",False
