order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD469001,ID0054552192,2019-01-27,Nickolson,"[('Thunder line', 2), ('Lucent 330S', 2)]",6820.0,98.78,-37.8206294,144.9846349,5,6577.78,Summer,True,1.3456,this is one amazing phone. but i cannot connect to lte this is one amazing phone. but i cannot connect to lte.(4g) and that is one thing that upsets me the most. but in other words i like the phone. i hope huawei will find a solution to this.,True
ORD394194,ID3285622990,2019-03-11,Thompson,"[('Candle Inferno', 2), ('iStream', 1), ('iAssist Line', 2)]",5460.0,79.58,-37.8095255,144.93395980000005,5,5266.58,Autumn,True,1.2049,may just need a new one but great my son really loves his phone. the battery doesn't hold charge for too long...may just need a new one but great price,True
ORD273663,ID1463620750,2019-07-27,Bakers,"[('Toshika 750', 1), ('pearTV', 1), ('Universe Note', 2)]",17530.0,52.45,-37.8188693,145.0023381,5,16705.95,Winter,False,1.1688,this version of it is harder to use. prefer old one,False
ORD376745,ID0581726324,2019-11-13,Thompson,"[('iStream', 2), ('Alcon 10', 2)]",18200.0,90.06,-37.8045967,144.9196376,25,13740.06,Spring,False,2.5746,always a xp. always get a good product from this company!,True
ORD292808,ID3810637326,2019-08-13,Thompson,"[('iStream', 2), ('iAssist Line', 2), ('Alcon 10', 1)]",13700.0,76.68,-37.8210144,144.9429268,0,13776.68,Winter,True,0.9974,"if you are looking for an entry level tablet, this is it.the candle inferno hd is perfect for kids!",True
ORD021937,ID2117205389,2019-08-05,Nickolson,"[('Universe Note', 1), ('pearTV', 2)]",16070.0,76.28,-37.8242126,144.9733404,25,12128.78,Winter,True,0.7086,a great phone for a great price a great phone for a great price. it arrived on time and in perfect condition. i haven't had any issues with the phone and i'm completely satisfied with my purchase from kanga supply!!,True
ORD216965,ID6197211201,2019-05-01,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 1)]",9870.0,82.52,-37.8167618,144.9318636,10,8965.52,Autumn,True,1.4125,"four stars cool phone, :)",True
ORD192293,ID0846567433,2019-01-23,Nickolson,"[('pearTV', 2), ('Universe Note', 2)]",19520.0,87.81,-37.8214134,144.9692753,5,18631.81,Summer,True,0.3147,"love being able to see, as well as hear things.  sound is better, too!",True
ORD474283,ID1459448707,2019-02-14,Bakers,"[('Toshika 750', 2), ('Alcon 10', 1), ('Lucent 330S', 2), ('Candle Inferno', 2)]",20910.0,98.79,-37.81948120000001,145.00771880000005,0,21008.79,Summer,True,1.5234,"great phone good phone, works great easy activation with verizon",True
ORD067783,ID0579411845,2019-05-01,Nickolson,"[('iAssist Line', 2), ('Lucent 330S', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",15180.0,63.97,-37.8224552,144.9681448,15,12966.97,Autumn,False,0.4471,it ok for kid to use it ok but it over heat when playing games and battery life is nothing to smile at don't get this phone get the original one of this one that not unlocked,True
ORD485225,ID4315295086,2019-09-15,Bakers,"[('iStream', 2), ('pearTV', 2), ('iAssist Line', 1)]",15145.0,102.52,-37.8167908,144.9915408,25,11461.27,Spring,True,0.8231,this tablet is very good especially considering the price. also has memory slot to increase storage.,True
ORD351731,ID0030946624,2019-07-24,Nickolson,"[('Toshika 750', 1), ('Lucent 330S', 1), ('Candle Inferno', 1)]",5980.0,81.26,-37.8042644,144.97139380000004,5,5762.26,Winter,True,1.6035,berry god good,True
ORD095716,ID0777793471,2019-01-06,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 2)]",9500.0,74.33,-37.8062531,144.9557032,25,7199.33,Summer,False,1.0428,love the thunder show. the video quality is good and of course sound is good too.,True
ORD369531,ID0634784746,2019-08-13,Thompson,"[('iAssist Line', 1), ('pearTV', 1), ('Universe Note', 1)]",11985.0,65.15,-37.8145621,144.93822350000005,5,11450.9,Winter,False,0.8058,recommend a week with this phone. so far is good. fast. works with at&t. easy to set up.,True
ORD227534,ID3240572181,2019-01-16,Thompson,"[('Thunder line', 1), ('Olivia x460', 2)]",4630.0,64.57,-37.80582929999999,144.9308676,15,4000.07,Summer,False,1.6157,terrible it won’t even charge from the port anymore do not buy this phone. it has so many problems like it won’t charge and the battery life is terrible. just buy it from pear itself because it will be new.,False
ORD042533,ID2187770694,2019-02-17,Nickolson,"[('Candle Inferno', 1), ('Alcon 10', 2)]",18330.0,92.78,-37.8125263,144.96516440000005,25,13840.28,Summer,True,0.7779,"has 4g lte with at&t upgraded from universe s7 to this phone, big difference, camara is nice. battery is also nice so far. phone is fast. works great with at&t",True
ORD432050,ID2189145377,2019-09-21,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 2), ('Toshika 750', 1)]",23080.0,103.56,-37.81719320000001,144.95884180000004,10,20875.56,Spring,True,0.9546,"great value and no fuss to set up so far so good. best feature is that out of box, insert sim card and it was ready to go with t mobile. photos are fine, call quality is fine. all of it is great for the price!",True
ORD182073,ID4301655729,2019-04-26,Bakers,"[('Alcon 10', 2), ('Universe Note', 1), ('pearTV', 2), ('Candle Inferno', 1)]",34400.0,83.62,-37.8204078,145.0131858,5,32763.62,Autumn,True,1.9586,solid phone super fast and really nice features. recommend this over olivia any day,True
ORD064295,ID1327054109,2019-04-20,Nickolson,"[('Olivia x460', 2), ('Alcon 10', 1)]",11400.0,63.17,-37.8133795,144.96477969999995,10,10323.17,Autumn,True,0.7163,not new buyer beware item description said that it was brand new but it wasn't. at&t wouldn't unlock it because it was used on a account with them previously. think twice about ordering and don't make the same mistake i did.,False
ORD428095,ID0131107565,2019-07-16,Nickolson,"[('pearTV', 1), ('Thunder line', 1)]",8490.0,50.64,-37.8148701,144.9589902,5,8116.14,Winter,False,1.0171,"it is cool and works well, however i find it sort of stupid that you have to activate each specific skill that you want to use before it will register what your asking.",False
ORD283324,ID0581717964,2019-07-31,Thompson,"[('iAssist Line', 1), ('Alcon 10', 2), ('Toshika 750', 1)]",24445.0,79.67,-37.8054083,144.9346526,0,24524.67,Winter,True,1.3588,satisfaction good phone quality and shipped on time with care,True
ORD315904,ID0746912558,2019-12-18,Nickolson,"[('iAssist Line', 1), ('Candle Inferno', 2)]",3085.0,63.18,-37.8248028,144.9828208,0,3148.18,Summer,False,1.3561,one star quit day 2.,False
ORD034246,ID2189145394,2019-11-15,Nickolson,"[('Olivia x460', 1), ('iAssist Line', 2), ('Candle Inferno', 1)]",6105.0,63.88,-37.8176866,144.9590709,15,5253.13,Spring,False,0.9271,poor cellular network and gps is a joke gps signal lost most of the time and network is unstable. my cellular network works fine in pear alcon.,False
ORD303558,ID0583063808,2019-01-14,Thompson,"[('Universe Note', 2), ('Alcon 10', 2), ('Olivia x460', 1), ('Lucent 330S', 1)]",27255.0,98.95,-37.8079133,144.9316332,5,25991.2,Summer,True,1.4572,works when it feels like it. has range and clarity issues on occasion. moved up to smart phone. no longer use it. good for very basic phone usage.,True
ORD120098,ID2174950800,2019-04-26,Thompson,"[('pearTV', 1), ('Lucent 330S', 1), ('iStream', 2)]",7840.0,63.95,-37.8185281,144.9540247,10,7119.95,Autumn,True,0.8938,not factory unlocked. at&t phone that is unlocked and sold. as other feedback says this is not a factory unlocked phone. it's an at&t phone that they unlocked and sold. i did not get any headphones.,False
ORD259307,ID3106293106,2019-07-09,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Alcon 10', 2), ('iStream', 1)]",23730.0,53.44,-37.8063995,144.9324447,10,21410.44,Winter,False,1.4635,terrible phone. lots of ads especially on youtube terrible phone. lots of ads especially on youtube. the photos why delete completely instead it goes to a bin. connected to cloud (scary). after editing photos usually its buffering. i've seen better phones. i bought this just to try a different brand. if you don't want privacy this is appropriate.,False
ORD094288,ID0091970805,2019-09-23,Thompson,"[('Lucent 330S', 1), ('iStream', 1), ('Toshika 750', 1), ('Candle Inferno', 2)]",6560.0,96.34,-37.8151851,144.94698459999995,25,5016.34,Spring,True,0.2797,"very cool product. easy to setup, fun to use and sound quality is much better than i anticipated.",True
ORD489858,ID6245731084,2019-08-07,Nickolson,"[('Alcon 10', 1), ('Thunder line', 1), ('Lucent 330S', 1), ('pearTV', 2)]",24980.0,65.74,-37.81021679999999,144.97797580000002,10,22547.74,Winter,True,1.1911,"problems with wifi connect and email phone calls & camera great, not easy to set up, problem with emails and wifi",False
ORD340882,ID6167254954,2019-10-23,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 2), ('Alcon 10', 1), ('Thunder line', 1)]",16040.0,72.05,-37.8166844,144.9700546,0,16112.05,Spring,False,0.2172,"this table is great for social media like facebook, check emails, watch youtube , and in general good enough for the price!",True
ORD415549,ID6167489478,2019-05-05,Nickolson,"[('Universe Note', 1), ('Thunder line', 1)]",5630.0,77.98,-37.8168214,144.96170580000003,0,5707.98,Autumn,True,0.7176,"""good"" means ""like-new"" great price and fabulous and better-than-expected condition.",True
ORD209614,ID5314227976,2019-12-04,Nickolson,"[('iStream', 2), ('pearTV', 1), ('Olivia x460', 1)]",7835.0,67.79,-37.8188404,144.9654446,0,7902.79,Summer,False,0.3621,five stars beautiful! it worked perfectly well.,True
ORD177411,ID0560986691,2019-01-31,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('Universe Note', 2), ('Olivia x460', 1)]",17995.0,79.71,-37.819880100000006,144.9438039,5,17174.96,Summer,True,0.8521,"total waste of money i wouldn't recommend anybody to purchase this phone, at least from this seller. trust me, the battery life is poor and it gets hot very easily. however the biggest problem is that nobody seems to hear me when i make or receive a call. i believe the antenna is defective.",False
ORD163851,ID4451159327,2019-08-07,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 2), ('Candle Inferno', 1)]",22650.0,75.53,-37.81482929999999,144.9656993,25,17063.03,Winter,True,0.5389,grateful looks and sounds amazing. very nice!,True
ORD178802,ID0331164165,2019-01-02,Nickolson,"[('Alcon 10', 1), ('pearTV', 1)]",15260.0,87.21,-37.7997185,144.97096100000005,15,13058.21,Summer,False,2.1049,"xp 3.1 - a high quality budget phone. i really love the xp 3.1 , i've had many flagship phones, but i'm pleasantly surprised with the quality. it feels great in my hand, it's beautiful to look at and the performance is amazing. i can recommend this to everyone, i prefer it over my lucent g plus.",True
ORD199531,ID0580321426,2019-04-05,Thompson,"[('Candle Inferno', 2), ('pearTV', 1), ('iStream', 1), ('Alcon 10', 2)]",25220.0,69.21,-37.8045541,144.9277419,10,22767.21,Autumn,False,1.9251,"i fell in love with the phone i just got my phone & have had it for 2 days. i fell in love with the phone, it has exceeded my standards.",True
ORD322107,ID1449308614,2019-04-07,Bakers,"[('Lucent 330S', 1), ('pearTV', 1), ('Universe Note', 1), ('Toshika 750', 1)]",15310.0,64.79,-37.8176307,144.9898464,15,13078.29,Autumn,False,0.9729,universe s9+ exactly as advertised. almost like new condition. would buy again from this merchant,True
ORD303392,ID3146808098,2019-07-07,Bakers,"[('iStream', 1), ('pearTV', 1), ('Thunder line', 2), ('iAssist Line', 2)]",15270.0,64.5,-37.8103244,144.98222990000005,25,11517.0,Winter,False,1.1441,"the phone looks brand new and works great. the battery will need to be replaced soon ... the phone looks brand new and works great. the battery will need to be replaced soon and the charger is defective. overall, the quality of the phone is so good i can overlook that",True
ORD448737,ID0452381262,2019-10-09,Thompson,"[('Universe Note', 1), ('iAssist Line', 1), ('Olivia x460', 1), ('pearTV', 1)]",13210.0,81.21,-37.825342600000006,144.9513179,15,11309.71,Spring,False,1.459,five stars great phone!,True
ORD447351,ID0746912598,2019-11-05,Nickolson,"[('Alcon 10', 1), ('pearTV', 1), ('Lucent 330S', 2)]",17720.0,106.16,-37.8243547,144.9845334,5,16940.16,Spring,True,1.4652,ok phone. gets heavy sometimes. battery dies at ... ok phone. gets heavy sometimes. battery dies at 20 percent and freezes often. then again its a used phone from online so not expecting much.,True
ORD099021,ID1217532938,2019-12-14,Thompson,"[('Lucent 330S', 1), ('Alcon 10', 1), ('Thunder line', 1)]",12360.0,88.07,-37.816691,144.9491757,25,9358.07,Summer,True,0.4841,great graphics for price compared to other brands.,True
ORD257836,ID1492153097,2019-03-25,Thompson,"[('Universe Note', 1), ('Olivia x460', 2)]",5900.0,65.23,-37.8124494,144.95398669999997,15,5080.23,Autumn,False,0.6089,my first opt on buying in the future! my wife loved the phone! great delivery time aswell! my first opt on buying in the future,True
ORD469091,ID0387152932,2019-03-01,Thompson,"[('Thunder line', 2), ('Candle Inferno', 2)]",5220.0,65.41,-37.8055668,144.9449396,0,5285.41,Autumn,False,0.8129,i really liked this phone i really liked this phone. i was using it with metro pc's and i had to get rid of it as it was missing phone calls and not receiving all texts. not sure why this was. if it works good on your carrier it's a great low priced phone.,True
